XXXX0000;-------- FRANCE ---------
FRXX2109;Poissy
FRXX0170;Poitiers
FRXX3340;Poix-du-Nord
FRXX1998;Polaincourt-et-Clairefontaine
FRXX6439;Polignac
FRXX2592;Poligny
FRXX1606;Pollestres
FRXX2609;Pollieu
FRXX6781;Pomarez
FRXX4089;Pomerols
FRXX1750;Pommard
FRXX4039;Pommerit-Jaudy
FRXX2678;Pommiers
FRXX1961;Pommiers-la-Placette
FRXX2278;Pompey
FRXX3966;Pompierre-sur-Doubs
FRXX5727;Pompignan
FRXX2590;Pontacq
FRXX5429;Pontailler-sur-Saone
FRXX5066;Pont-a-Marcq
FRXX3005;Pont-a-Mousson
FRXX0423;Pontarlier
FRXX4025;Pont-Audemer
FRXX4956;Pont-aux-Moines
FRXX2447;Pont-Aven
FRXX1485;Pontcarre
FRXX1623;Pontcharra
FRXX3583;Pontcharra-sur-Turdine
FRXX1992;Pontchateau
FRXX5540;Pont-de-Labeaume
FRXX1541;Pont-de-Metz
FRXX1777;Pont-de-Salars
FRXX3362;Pont-de-Vaux
FRXX1185;Pont-de-Veyle
FRXX4653;Pont-du-Casse
FRXX5659;Pont-du-Chateau
FRXX4817;Ponteils-et-Bresis
FRXX4698;Ponte-Leccia
FRXX4909;Pontenx-les-Forges
FRXX2341;Ponteves
FRXX6787;Pontfaverger-Moronvilliers
FRXX6813;Pont-Hebert
FRXX3350;Pontiacq-Viellepinte
FRXX5258;Pontigny
FRXX5941;Pontivy
FRXX5530;Pont-Melvez
FRXX4474;Pont-Noyelles
FRXX3873;Pontoise
FRXX6052;Pontonx-sur-l'Adour
FRXX4842;Pont-Pean
FRXX4844;Pont-Rean
FRXX3699;Pont-Remy
FRXX1111;Pontrieux
FRXX3290;Pont-Sainte-Marie
FRXX3503;Pont-Sainte-Maxence
FRXX1773;Pont-Saint-Esprit
FRXX5519;Pont-Saint-Pierre
FRXX2999;Pont-Saint-Vincent
FRXX3678;Pont-Scorff
FRXX2167;Pont-sur-Meuse
FRXX5783;Pont-sur-Sambre
FRXX4532;Pont-sur-Yonne
FRXX2828;Porcelette
FRXX4790;Pordic
FRXX3471;Pornic
FRXX4241;Pornichet
FRXX0180;Porquerolles
FRXX5447;Porspoder
FRXX5568;Porta
FRXX5425;Port-de-Bouc
FRXX1817;Port-des-Barques
FRXX1004;Portel-des-Corbieres
FRXX3936;Port-en-Bessin-Huppain
FRXX6255;Portes-les-Valence
FRXX1140;Portet-sur-Garonne
FRXX6058;Port-Joinville
FRXX0371;Port-la-Nouvelle
FRXX3369;Port-Launay
FRXX4576;Port-Louis
FRXX2759;Port-Navalo
FRXX5496;Porto-Vecchio
FRXX2891;Port-Sainte-Foy-et-Ponchapt
FRXX4650;Port-Sainte-Marie
FRXX3998;Port-Saint-Louis-du-Rhone
FRXX2769;Port-Saint-Pere
FRXX5716;Portvendres
FRXX4781;Poses
FRXX3295;Pouan-les-Vallees
FRXX5750;Poucharramet
FRXX2575;Pougny
FRXX5195;Pougues-les-Eaux
FRXX1041;Pouilley-les-Vignes
FRXX3057;Pouillon
FRXX3928;Pouilly-en-Auxois
FRXX3595;Pouilly-les-Feurs
FRXX1412;Pouilly-les-Nonains
FRXX3380;Pouilly-sous-Charlieu
FRXX4357;Pouilly-sur-Loire
FRXX6147;Pouilly-sur-Saone
FRXX5711;Poule-les-Echarmeaux
FRXX1191;Poullan-sur-Mer
FRXX6294;Poullaouen
FRXX2976;Pourrain
FRXX5758;Pourrieres
FRXX2055;Poursiugues-Boucoue
FRXX2494;Pouru-Saint-Remy
FRXX1660;Poussan
FRXX6700;Pouxeux
FRXX6039;Pouzauges
FRXX0502;Pra Loup
FRXX2019;Pradelles
FRXX3787;Prades
FRXX6253;Prades
FRXX5412;Prades-d'Aubrac
FRXX5584;Prades-le-Lez
FRXX2713;Pralognan-la-Vanoise
FRXX0447;Pras-de-Lys
FRXX0489;Pras-sur-Arly
FRXX3317;Prat-Bonrepaux
FRXX2781;Prats-de-Mollo-la-Preste
FRXX2988;Praye
FRXX6400;Prayssac
FRXX1691;Prayssas
FRXX3823;Praz Coutant
FRXX4707;Precy-sous-Thil
FRXX4892;Precy-sur-Marne
FRXX2024;Precy-sur-Oise
FRXX2236;Precy-sur-Vrin
FRXX1514;Premontre
FRXX4670;Presles-et-Thierny
FRXX4407;Preux-au-Bois
FRXX5784;Preux-au-Sart
FRXX4123;Prevessin-Moens
FRXX6805;Prez-sous-Lafauche
FRXX0208;Privas
FRXX3224;Propriano
FRXX2811;Prouvy
FRXX4729;Provenchere
FRXX4527;Provencheres-sur-Fave
FRXX1437;Proville
FRXX6676;Provin
FRXX2591;Provins
FRXX1539;Proyart
FRXX1190;Prunay-le-Gillon
FRXX3561;Prunay-le-Temple
FRXX6279;Prunelli-di-Fiumorbo
FRXX5956;Pruno
FRXX6455;Puget-sur-Argens
FRXX2548;Pugey
FRXX3199;Puicheric
FRXX1856;Puilaurens
FRXX5379;Puiseux-en-France
FRXX5014;Puiseux-le-Hauberger
FRXX2113;Puisieux
FRXX2553;Puisserguier
FRXX5879;Pujaudran
FRXX3198;Pujaut
FRXX2792;Pujols-sur-Ciron
FRXX6723;Pulnoy
FRXX2087;Pulversheim
FRXX1640;Pussay
FRXX5262;Puteaux
FRXX4704;Putot-en-Auge
FRXX4887;Puttelange-les-Thionville
FRXX0503;Puy Saint Vincent
FRXX6653;Puycelci
FRXX3490;Puygaillard-de-Quercy
FRXX5824;Puygouzon
FRXX6406;Puy-Guillaume
FRXX3572;Puylagarde
FRXX1032;Puyloubier
FRXX1517;Puyricard
FRXX4767;Puy-Saint-Martin
FRXX0435;Pyrenees 2000
FRXX4857;Quarouble
FRXX3002;Quarre-les-Tombes
FRXX3226;Quasquara
FRXX4236;Queige
FRXX3084;Quelaines-Saint-Gault
FRXX3681;Quelneuc
FRXX1068;Quemigny-sur-Seine
FRXX4476;Quend
FRXX1799;Quenza
FRXX1596;Querenaing
FRXX6287;Querigut
FRXX1759;Querrien
FRXX3166;Quesney-Guesnon
FRXX1504;Quesnoy-sur-Airaines
FRXX6602;Quesnoy-sur-Deule
FRXX1527;Questembert
FRXX2360;Quettreville-sur-Sienne
FRXX1495;Queven
FRXX3181;Quevert
FRXX4010;Queyssac-les-Vignes
FRXX2292;Quiberon
FRXX4163;Quiers-sur-Bezonde
FRXX2717;Quievrechain
FRXX5105;Quievy
FRXX2502;Quillebeuf-sur-Seine
FRXX5777;Quilly
FRXX0079;Quimper
FRXX5440;Quimperle
FRXX5092;Quincampoix
FRXX6472;Quincampoix-Fleuzy
FRXX2104;Quincie-en-Beaujolais
FRXX5325;Quincieu
FRXX6775;Quincy-sous-Senart
FRXX5689;Quincy-Voisins
FRXX3906;Quinssaines
FRXX4043;Quintin
FRXX5910;Quiry-le-Sec
FRXX5578;Quissac
FRXX5823;Rabastens
FRXX1229;Rabastens-de-Bigorre
FRXX1399;Rabouillet
FRXX2338;Rachecourt-sur-Marne
FRXX1889;Raches
FRXX6416;Raddon-et-Chapendu
FRXX2046;Rai
FRXX1442;Raimbeaucourt
FRXX1293;Rainvillers
FRXX6008;Raismes
FRXX3507;Ramatuelle
FRXX4531;Rambervillers
FRXX2308;Rambouillet
FRXX2862;Ramonville-Saint-Agne
FRXX3582;Ranchal
FRXX2086;Rantzwiller
FRXX3236;Ranville
FRXX5965;Raon-aux-Bois
FRXX2253;Raon-sur-Plaine
FRXX6657;Raphele
FRXX1350;Raucourt-au-Bois
FRXX4832;Raucourt-et-Flaba
FRXX3615;Rauville-la-Bigot
FRXX1812;Ravel-et-Ferriers
FRXX1315;Rayol-Canadel-sur-Mer
FRXX5434;Razac-sur-l'Isle
FRXX1642;Razes
FRXX0508;Reallon
FRXX2926;Realmont
FRXX4250;Realville
FRXX4440;Reans
FRXX1745;Recey-sur-Ource
FRXX5272;Rechesy
FRXX1432;Rechicourt-le-Chateau
FRXX3130;Recoules-d'Aubrac
FRXX1170;Recquignies
FRXX2653;Reding
FRXX0304;Redon
FRXX6345;Reguisheim
FRXX5281;Rehon
FRXX6501;Reichshoffen
FRXX5107;Reichstett
FRXX5498;Reignac
FRXX4337;Reignac-sur-Indre
FRXX3798;Reignier
FRXX0080;Reims
FRXX1200;Reiningue
FRXX3575;Rejet-de-Beaulieu
FRXX2044;Remalard
FRXX6189;Remilly-sur-Tille
FRXX1550;Remiremont
FRXX5228;Renescure
FRXX0114;Rennes
FRXX6302;Replonges
FRXX0336;Requista
FRXX2025;Ressons-sur-Matz
FRXX1101;Rethel
FRXX1292;Rethondes
FRXX2535;Retiers
FRXX5267;Retonfey
FRXX6449;Revel
FRXX4935;Revel-Tourdan
FRXX4933;Reventin-Vaugris
FRXX4687;Revest-les-Roches
FRXX2171;Revigny-sur-Ornain
FRXX4081;Revin
FRXX3346;Reyersviller
FRXX0081;Reze
FRXX6596;Rhinau
FRXX2715;Riaille
FRXX5199;Riantec
FRXX4819;Ribaute-les-Tavernes
FRXX6610;Ribeauville
FRXX5953;Ribemont-sur-Ancre
FRXX3992;Riboux
FRXX2290;Richardmenil
FRXX2856;Richebourg
FRXX1216;Richemont
FRXX2305;Richerenches
FRXX4716;Riec-sur-Belon
FRXX5898;Riedisheim
FRXX1155;Rieucros
FRXX6832;Rieutort-de-Randon
FRXX4411;Rieux
FRXX4502;Rieux-de-Pelleport
FRXX5860;Rieux-en-Cambresis
FRXX5557;Rieux-Minervois
FRXX4521;Rilhac-Rancon
FRXX4172;Rillieux-la-Pape
FRXX4625;Rilly-la-Montagne
FRXX4812;Rilly-Sainte-Syre
FRXX5937;Rilly-sur-Loire
FRXX5337;Rimling
FRXX3322;Rimont
FRXX6354;Rinxent
FRXX6404;Riom
FRXX6051;Rion-des-Landes
FRXX6623;Rions
FRXX3401;Riorges
FRXX5182;Riquewihr
FRXX4947;Ris
FRXX1573;Ris-Orangis
FRXX0538;Risoul
FRXX3895;Ristolas
FRXX5509;Rivedoux-Plage
FRXX6645;Rivery
FRXX4980;Rivesaltes
FRXX1251;Riviere
FRXX6804;Rivieres-le-Bois
FRXX1741;Riviere-sur-Tarn
FRXX5813;Rixheim
FRXX0082;Roanne
FRXX3788;Robion
FRXX0258;Roche
FRXX4673;Rochebrune
FRXX6044;Rochechouart
FRXX1926;Roche-en-Regnier
FRXX6743;Roche-et-Raucourt
FRXX0083;Rochefort
FRXX6268;Rochefort-du-Gard
FRXX5566;Rochefort-Samson
FRXX3135;Rochefort-sur-Loire
FRXX5892;Rochefort-sur-Nenon
FRXX5220;Roche-le-Peyroux
FRXX1782;Roche-lez-Beaupre
FRXX0259;Rocher de l' Homme
FRXX5360;Roches-Bettaincourt
FRXX6038;Rocheserviere
FRXX5459;Roches-les-Blamont
FRXX4638;Roches-sur-Marne
FRXX4363;Rochetaillee-sur-Saone
FRXX3251;Rocroi
FRXX1051;Rodelle
FRXX0171;Rodez
FRXX1873;Rodilhan
FRXX5947;Roeulx
FRXX4078;Rogliano
FRXX3974;Rognac
FRXX2528;Rognes
FRXX6248;Rognonas
FRXX4533;Rogny-les-Sept-Ecluses
FRXX5198;Rohan
FRXX5656;Rohrbach-les-Bitche
FRXX5837;Rohrwiller
FRXX4689;Roiffieux
FRXX5635;Roissy-en-Brie
FRXX3828;Roissy-en-France
FRXX5351;Rolampont
FRXX1931;Rollancourt
FRXX3805;Romagne
FRXX6707;Romainville
FRXX4768;Romans-sur-Isere
FRXX0354;Romarantin
FRXX4147;Rombach-le-Franc
FRXX6631;Romelfing
FRXX1827;Romilly-sur-Andelle
FRXX4835;Romilly-sur-Seine
FRXX5938;Romorantin-Lanthenay
FRXX4226;Ronchamp
FRXX5116;Roncherolles-en-Bray
FRXX5067;Ronchin
FRXX4105;Roncq
FRXX5916;Ronssoy
FRXX6577;Roost-Warendin
FRXX3758;Roppe
FRXX6568;Roquebrun
FRXX3896;Roquebrune-Cap-Martin
FRXX5027;Roquebrune-sur-Argens
FRXX3311;Roquefeuil
FRXX3142;Roquefort-des-Corbieres
FRXX5538;Roquefort-la-Bedoule
FRXX1724;Roquefort-les-Pins
FRXX6587;Roquefort-sur-Garonne
FRXX4725;Roquefort-sur-Soulzon
FRXX6275;Roqueredonde
FRXX1726;Roquesteron
FRXX1791;Roquevaire
FRXX2504;Rosay-sur-Lieure
FRXX5138;Rosbruck
FRXX5444;Roscanvel
FRXX2444;Roscoff
FRXX5876;Rosheim
FRXX1126;Rosieres
FRXX6806;Rosieres-aux-Salines
FRXX5997;Rosieres-en-Haye
FRXX2202;Rosieres-en-Santerre
FRXX2541;Rosieres-pres-Troyes
FRXX5263;Rosny-sous-Bois
FRXX4390;Rosny-sur-Seine
FRXX2028;Rosoy-en-Multien
FRXX0376;Rosporden
FRXX2844;Rosselange
FRXX3982;Rostrenen
FRXX6555;Rothau
FRXX3209;Rots
FRXX0084;Roubaix
FRXX2686;Rouelles
FRXX0085;Rouen
FRXX5978;Rouesse-Fontaine
FRXX3563;Rouffach
FRXX3915;Rouffiac-des-Corbieres
FRXX6484;Rouge
FRXX5286;Rougemont-le-Chateau
FRXX2314;Rouille
FRXX2539;Rouilly-Sacey
FRXX3799;Roujan
FRXX4056;Roulans
FRXX4591;Rountzenheim
FRXX5055;Rousies
FRXX1804;Rousset
FRXX4915;Roussillon-en-Morvan
FRXX0260;Roussis
FRXX5622;Rouvray-Saint-Denis
FRXX4446;Rouvres-en-Woevre
FRXX2258;Rouvres-en-Xaintois
FRXX5350;Rouvres-sur-Aube
FRXX5170;Rouvrois-sur-Othain
FRXX4220;Rouvroy
FRXX5516;Rouvroy-sur-Audry
FRXX4952;Rouxmesnil-Bouteilles
FRXX4647;Roville-devant-Bayon
FRXX5699;Royat
FRXX6444;Roye-sur-Matz
FRXX4928;Royville
FRXX2623;Rozay-en-Brie
FRXX4159;Rozier-en-Donzy
FRXX5598;Rozoy-sur-Serre
FRXX5141;Rubrouck
FRXX0289;Rueil-Malmaison
FRXX1841;Ruelle-sur-Touvre
FRXX3194;Ruffey-les-Beaune
FRXX2907;Ruffey-sur-Seille
FRXX2347;Ruille-le-Gravelais
FRXX5081;Rumilly
FRXX5140;Rumilly-en-Cambresis
FRXX2992;Rungis
FRXX5173;Rupt-en-Woevre
FRXX3742;Rupt-sur-Moselle
FRXX1217;Rurange-les-Thionville
FRXX3525;Russange
FRXX5569;Rutali
FRXX2625;Saacy-sur-Marne
FRXX4348;Sable-sur-Sarthe
FRXX3826;Sabres
FRXX2930;Sagone
FRXX3212;Saignes
FRXX6693;Saillat-sur-Vienne
FRXX5918;Sailly-Flibeaucourt
FRXX3626;Sailly-Labourse
FRXX2628;Sail-sous-Couzan
FRXX2846;Sainghin-en-Melantois
FRXX6675;Sainghin-en-Weppes
FRXX2228;Sains-du-Nord
FRXX6651;Sains-en-Amienois
FRXX5145;Sains-en-Gohelle
FRXX6414;Sains-les-Fressin
FRXX4488;Sains-Richaumont
FRXX0523;Saint Gervais
FRXX0437;Saint Jean Montclar
FRXX0454;Saint Leger les Melezes
FRXX0507;Saint Sorlin d'Arves
FRXX3963;Saint-Affrique
FRXX6188;Saint-Agnant
FRXX2602;Saint-Agnant-de-Versillat
FRXX2601;Saint-Agnant-pres-Crocq
FRXX3061;Saint-Agnet
FRXX2533;Saint-Agreve
FRXX4292;Saint-Aignan
FRXX6055;Saint-Aignan
FRXX2687;Saint-Aignan-des-Gues
FRXX4300;Saint-Aignan-Grandlieu
FRXX2349;Saint-Aignan-sur-Roe
FRXX2462;Saint-Aigulin
FRXX4573;Saint-Ail
FRXX3365;Saint-Alban
FRXX3249;Saint-Alban-d'Ay
FRXX3470;Saint-Alban-de-Montbel
FRXX5324;Saint-Alban-de-Roche
FRXX2002;Saint-Alban-des-Hurtieres
FRXX4179;Saint-Alban-les-Eaux
FRXX3027;Saint-Alban-Leysse
FRXX2373;Saint-Alban-sur-Limagnole
FRXX6378;Saint-Albin-de-Vaulserre
FRXX1224;Saint-Alyre-es-Montagne
FRXX2898;Saint-Amand-en-Puisaye
FRXX4855;Saint-Amand-les-Eaux
FRXX5939;Saint-Amand-Longpre
FRXX3258;Saint-Amand-Montrond
FRXX0402;Saint-Amand-Mont-Rond
FRXX5372;Saint-Amand-sur-Sevre
FRXX6033;Saint-Amans-de-Pellagal
FRXX2420;Saint-Amans-des-Cots
FRXX5923;Saint-Amans-Valtoret
FRXX6210;Saint-Amant
FRXX2519;Saint-Amant-de-Boixe
FRXX4758;Saint-Amant-de-Graves
FRXX1119;Saint-Amant-de-Nouere
FRXX5302;Saint-Amant-Tallende
FRXX2617;Saint-Amarin
FRXX3298;Saint-Ambroix
FRXX4523;Saint-Ame
FRXX1501;Saint-Amour
FRXX4994;Saint-Andeol-le-Chateau
FRXX4748;Saint-Andiol
FRXX5789;Saint-Andoche
FRXX2385;Saint-Andre-Capceze
FRXX1615;Saint-Andre-de-Boege
FRXX3932;Saint-Andre-de-Corcy
FRXX3159;Saint-Andre-de-la-Roche
FRXX1121;Saint-Andre-de-Lidon
FRXX5560;Saint-Andre-de-Majencoules
FRXX3961;Saint-Andre-de-Najac
FRXX6266;Saint-Andre-de-Roquepertuis
FRXX3149;Saint-Andre-de-Rosans
FRXX1879;Saint-Andre-de-Sangonis
FRXX1268;Saint-Andre-des-Eaux
FRXX3303;Saint-Andre-de-Valborgne
FRXX1742;Saint-Andre-de-Vezines
FRXX4802;Saint-Andre-Lachamp
FRXX2125;Saint-Andre-le-Gaz
FRXX6111;Saint-Andre-les-Alpes
FRXX4836;Saint-Andre-les-Vergers
FRXX3535;Saint-Andre-lez-Lille
FRXX6375;Saint-Andre-sur-Cailly
FRXX3792;Saint-Andre-Treize-Voies
FRXX4203;Saint-Antheme
FRXX3555;Saint-Antoine
FRXX4131;Saint-Antoine-de-Breuilh
FRXX6220;Saint-Antonin-de-Sommaire
FRXX5326;Saint-Antonin-Noble-Val
FRXX4395;Saint-Aout
FRXX3222;Saint-Apollinaire
FRXX6761;Saint-Arnoult-en-Yvelines
FRXX2604;Saint-Astier
FRXX3901;Saint-Auban
FRXX3337;Saint-Aubert
FRXX5891;Saint-Aubin
FRXX1054;Saint-Aubin-d'Arquenay
FRXX5142;Saint-Aubin-de-Bonneval
FRXX4715;Saint-Aubin-de-Cadelech
FRXX6155;Saint-Aubin-de-Lanquais
FRXX4132;Saint-Aubin-des-Bois
FRXX1165;Saint-Aubin-du-Cormier
FRXX3778;Saint-Aubin-du-Plain
FRXX4912;Saint-Aubin-en-Charollais
FRXX3844;Saint-Aubin-Fosse-Louvain
FRXX6043;Saint-Aubin-le-Cloud
FRXX6390;Saint-Aubin-les-Elbeuf
FRXX4013;Saint-Aubin-le-Vertueux
FRXX3697;Saint-Aubin-Montenoy
FRXX6447;Saint-Aubin-sous-Erquery
FRXX6237;Saint-Aubin-sur-Gaillon
FRXX2471;Saint-Aubin-sur-Mer
FRXX4535;Saint-Aubin-sur-Yonne
FRXX2472;Saint-Augustin
FRXX4151;Saint-Augustin
FRXX6223;Saint-Augustin
FRXX3680;Saint-Ave
FRXX3651;Saint-Avertin
FRXX5210;Saint-Avit
FRXX3184;Saint-Avit-Senieur
FRXX3409;Saint-Avold
FRXX3732;Saint-Aygulf
FRXX4233;Saint-Baldoph
FRXX5077;Saint-Barthelemy
FRXX6088;Saint-Barthelemy-d'Agenais
FRXX6249;Saint-Basile
FRXX3522;Saint-Bauzille-de-Putois
FRXX2146;Saint-Beat
FRXX5420;Saint-Beauzely
FRXX3637;Saint-Benoit
FRXX5822;Saint-Benoit-de-Carmaux
FRXX6784;Saint-Benoit-des-Ondes
FRXX1329;Saint-Benoit-du-Sault
FRXX5080;Saint-Benoit-la-Foret
FRXX5697;Saint-Benoit-sur-Loire
FRXX4809;Saint-Benoit-sur-Seine
FRXX1928;Saint-Berain
FRXX2711;Saint-Beron
FRXX6076;Saint-Berthevin
FRXX1457;Saint-Blaise-la-Roche
FRXX6626;Saint-Blancard
FRXX3701;Saint-Blimont
FRXX5833;Saint-Bomer-les-Forges
FRXX4311;Saint-Bonnet-de-Joux
FRXX6588;Saint-Bonnet-de-Mure
FRXX1945;Saint-Bonnet-des-Quarts
FRXX4838;Saint-Bonnet-du-Gard
FRXX1798;Saint-Bonnet-Elvert
FRXX2410;Saint-Bonnet-en-Champsaur
FRXX1967;Saint-Bonnet-le-Chastel
FRXX3404;Saint-Bonnet-le-Chateau
FRXX2629;Saint-Bonnet-le-Courreau
FRXX6405;Saint-Bonnet-pres-Orcival
FRXX4049;Saint-Bonnet-sur-Gironde
FRXX1731;Saint-Bonnet-Troncais
FRXX4231;Saint-Bon-Tarentaise
FRXX5882;Saint-Branchs
FRXX1876;Saint-Bres
FRXX2005;Saint-Brevin-les-Pins
FRXX6820;Saint-Brice-Courcelles
FRXX2330;Saint-Brice-en-Cogles
FRXX1697;Saint-Brice-sous-Foret
FRXX0086;Saint-Brieuc
FRXX2287;Saint-Bris-le-Vineux
FRXX0347;Saint-Calais
FRXX4750;Saint-Cannat
FRXX1242;Saint-Caprais
FRXX2753;Saint-Caprais-de-Bordeaux
FRXX2902;Saint-Caradec-Tregomel
FRXX5679;Saint-Cassien
FRXX2486;Saint-Cast-le-Guildo
FRXX3115;Saint-Cere
FRXX5465;Saint-Cernin
FRXX1756;Saint-Cernin-de-Reillac
FRXX1515;Saint-Cezaire-sur-Siagne
FRXX2408;Saint-Chaffrey
FRXX1083;Saint-Chamas
FRXX2825;Saint-Chamond
FRXX5034;Saint-Chef
FRXX5131;Saint-Chinian
FRXX2203;Saint-Christ-Briost
FRXX4178;Saint-Christo-en-Jarez
FRXX4840;Saint-Christol-les-Ales
FRXX6545;Saint-Christophe
FRXX3567;Saint-Christophe-du-Jambet
FRXX1635;Saint-Christophe-du-Ligneron
FRXX4797;Saint-Christophe-et-le-Laris
FRXX5466;Saint-Christophe-les-Gorges
FRXX1106;Saint-Christophe-sur-Avre
FRXX3546;Saint-Ciers-de-Canesse
FRXX5044;Saint-Ciers-sur-Gironde
FRXX2932;Saint-Cirgue
FRXX2460;Saint-Cirgues-de-Jordanne
FRXX6229;Saint-Cirgues-en-Montagne
FRXX4412;Saint-Clair-de-Halouze
FRXX1247;Saint-Clair-du-Rhone
FRXX2368;Saint-Clair-sur-Epte
FRXX1321;Saint-Clair-sur-Galaure
FRXX3556;Saint-Clar
FRXX6030;Saint-Clar-de-Riviere
FRXX3268;Saint-Claud
FRXX3653;Saint-Clement
FRXX1815;Saint-Clement-des-Baleines
FRXX1209;Saint-Clement-sur-Valsonne
FRXX1518;Saint-Cloud
FRXX1503;Saint-Colomb-de-Lauzun
FRXX3672;Saint-Come
FRXX6176;Saint-Come-de-Fresne
FRXX4820;Saint-Come-et-Maruejols
FRXX5863;Saint-Cornier-des-Landes
FRXX2657;Saint-Cosme-en-Vairais
FRXX6156;Saint-Crepin-et-Carlucet
FRXX4262;Saint-Crepin-Ibouvillers
FRXX4438;Saint-Cricq
FRXX3827;Saint-Cricq-Chalosse
FRXX3087;Saint-Cyprien
FRXX3584;Saint-Cyprien
FRXX6361;Saint-Cyprien
FRXX1778;Saint-Cyprien-sur-Dourdou
FRXX6520;Saint-Cyran-du-Jambot
FRXX5103;Saint-Cyr-au-Mont-d'Or
FRXX4496;Saint-Cyr-de-Favieres
FRXX3596;Saint-Cyr-de-Valorges
FRXX5694;Saint-Cyr-en-Val
FRXX4513;Saint-Cyr-la-Riviere
FRXX4368;Saint-Cyr-l'Ecole
FRXX6002;Saint-Cyr-les-Colons
FRXX2960;Saint-Cyr-sous-Dourdan
FRXX2799;Saint-Cyr-sur-Loire
FRXX4880;Saint-Cyr-sur-Menthon
FRXX5023;Saint-Cyr-sur-Mer
FRXX5637;Saint-Cyr-sur-Morin
FRXX3157;Saint-Dalmas-le-Selvage
FRXX0087;Saint-Denis
FRXX5121;Saint-Denis-de-Cabanne
FRXX2980;Saint-Denis-de-Gastines
FRXX4957;Saint-Denis-de-l'Hotel
FRXX3908;Saint-Denis-de-Mere
FRXX3257;Saint-Denis-de-Palin
FRXX2754;Saint-Denis-de-Pile
FRXX1816;Saint-Denis-d'Oleron
FRXX6769;Saint-Denis-du-Payre
FRXX5213;Saint-Denis-en-Bugey
FRXX2689;Saint-Denis-en-Val
FRXX3618;Saint-Denis-le-Gast
FRXX1181;Saint-Denis-les-Bourg
FRXX3859;Saint-Denis-les-Martel
FRXX1160;Saint-Denis-les-Ponts
FRXX3597;Saint-Denis-sur-Coise
FRXX3352;Saint-Denis-sur-Sarthon
FRXX2574;Saint-Didier
FRXX5101;Saint-Didier-au-Mont-d'Or
FRXX5238;Saint-Didier-d'Allier
FRXX2311;Saint-Didier-de-Bizonnes
FRXX6301;Saint-Didier-de-Formans
FRXX2630;Saint-Didier-en-Velay
FRXX1182;Saint-Didier-sur-Chalaronne
FRXX5737;Saint-Didier-sur-Doulon
FRXX5322;Saint-Didier-sur-Rochefort
FRXX0088;Saint-Die
FRXX0173;Saint-Dizier
FRXX4116;Saint-Dizier-les-Domaines
FRXX3360;Saint-Dizier-Leyrenne
FRXX6274;Saint-Donat-sur-l'Herbasse
FRXX6064;Saint-Doulchard
FRXX4214;Sainte-Adresse
FRXX2123;Sainte-Agathe-la-Bouteresse
FRXX1419;Sainte-Anne-Saint-Priest
FRXX3013;Sainte-Cecile-les-Vignes
FRXX6411;Sainte-Cecile-Plage
FRXX2894;Sainte-Christie-d'Armagnac
FRXX3863;Sainte-Colombe-en-Bruilhois
FRXX4207;Sainte-Consorce
FRXX6109;Sainte-Croix-a-Lauze
FRXX5558;Sainte-Croix-de-Caderle
FRXX6118;Sainte-Croix-du-Verdon
FRXX5895;Sainte-Croix-en-Plaine
FRXX4655;Sainte-Croix-Vallee-Francaise
FRXX3914;Sainte-Croix-Volvestre
FRXX5305;Sainte-Engrace
FRXX4660;Sainte-Enimie
FRXX1360;Sainte-Eulalie
FRXX5504;Sainte-Fereole
FRXX3385;Sainte-Florine
FRXX6191;Sainte-Fortunade
FRXX5153;Sainte-Foy-l'Argentiere
FRXX4345;Sainte-Foy-les-Lyon
FRXX1284;Sainte-Foy-Tarentaise
FRXX4865;Sainte-Gauburge-Sainte-Colombe
FRXX4607;Sainte-Gemme-la-Plaine
FRXX3861;Sainte-Gemme-Martaillac
FRXX2350;Sainte-Gemmes-le-Robert
FRXX4514;Sainte-Genevieve-des-Bois
FRXX6441;Sainte-Genevieve-des-Bois
FRXX4026;Sainte-Genevieve-les-Gasny
FRXX1779;Sainte-Genevieve-sur-Argence
FRXX3802;Saint-Egreve
FRXX4911;Sainte-Helene
FRXX5692;Sainte-Helene-Bondeville
FRXX1285;Sainte-Helene-du-Lac
FRXX6024;Sainte-Hermine
FRXX1024;Sainte-Honorine-du-Fay
FRXX3353;Sainte-Honorine-la-Chardonne
FRXX5040;Sainte-Honorine-la-Guillaume
FRXX4190;Sainte-Jamme-sur-Sarthe
FRXX1775;Sainte-Juliette-sur-Viaur
FRXX5106;Sainte-Leocadie
FRXX6803;Sainte-Liviere
FRXX1685;Sainte-Livrade-sur-Lot
FRXX5751;Saint-Elix-le-Chateau
FRXX6518;Sainte-Lizaigne
FRXX3161;Saint-Eloy-d'Allier
FRXX4031;Saint-Eloy-de-Gy
FRXX5074;Saint-Eloy-la-Glaciere
FRXX6381;Saint-Eloy-les-Mines
FRXX4301;Sainte-Luce-sur-Loire
FRXX3710;Sainte-Lucie de Porto-Vecchio
FRXX4745;Sainte-Lucie-de-Tallano
FRXX3055;Sainte-Magnance
FRXX2252;Sainte-Marguerite
FRXX1956;Sainte-Marguerite-sur-Fauville
FRXX2440;Sainte-Marie
FRXX4228;Sainte-Marie
FRXX4922;Sainte-Marie-aux-Chenes
FRXX6611;Sainte-Marie-aux-Mines
FRXX6543;Sainte-Marie-Cappel
FRXX1110;Sainte-Marie-de-Re
